model,sku,slug,color,image_url,release_date,release_date_year,discount_tag,box_condition,goat_url,model_sub_line,model_line,brand,description,story,prelude,ftb,gs,ps
Kobe 11 TB 'Black',856485 001,kobe-11-tb-promo-856485-001,Black,https://image.goat.com/750/attachments/product_template_pictures/images/009/618/878/original/856485_001.png.png,2016-10-01,2016,,good_condition,https://www.goat.com/sneakers/kobe-11-tb-promo-856485-001,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'Black' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"While most editions of the Kobe 11 come with a Flyknit upper, this promo model features a more traditional mesh construction. The lightweight layer conceals Flywire cabling at the midfoot, while targeted panels reinforce the toe and heel. The midsole is lined with Lunarlon foam. Kobe branding, incorporating four red lines on the left (signaling his stitches and comeback from an achilles injury) and his signature on the right, appear on the heels. The Kobe 11 TB Promo dropped in summer 2016 as part of the Team Bank collection.",N,N,N,N
Kobe A.D. 2018 'Red Orbit',AR5515 600,kobe-a-d-red-orbit-ar5515-600,Red,https://image.goat.com/750/attachments/product_template_pictures/images/080/885/388/original/482356_00.png.png,2018-09-12,2018,,good_condition,https://www.goat.com/sneakers/kobe-a-d-red-orbit-ar5515-600,Nike - Kobe A.D.,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. 2018 'Red Orbit' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Designed alongside the Black Mamba himself, the seven-shoe Kobe A.D. Color pack was released in November 2018. The Nike Kobe A.D. sneaker in ‘Red Orbit’ features a red and green split colorway with a capped toe and Kobe Bryant branding. Its aerated mesh upper is wrapped in Flywire cables that integrate into its lacing system. Underneath, the Lunarlon foam midsole is configured with flex grooves to help provide a natural feel.",N,N,N,N
Zoom Kobe 4 'Splatter',344335 002,zoom-kobe-4-splatter-344335-002,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/092/original/344335_002.png.png,2009-11-01,2009,,no_original_box,https://www.goat.com/sneakers/zoom-kobe-4-splatter-344335-002,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Splatter' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe A.D. 2018 EP 'Military Blue',AV3556 400,kobe-a-d-2018-military-blue-av3556-400,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/066/847/205/original/491200_00.png.png,2019-02-01,2019,,good_condition,https://www.goat.com/sneakers/kobe-a-d-2018-military-blue-av3556-400,Nike - Kobe A.D.,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. 2018 EP 'Military Blue' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Kobe A.D. 2018 ‘Military Blue’ wraps the foot in a breathable mesh upper with a bootie construction on the collar for a snug fit. In addition to subtle bright green accents, the low-top features contrasting black hits on the dynamic lacing system and external heel counter. A speckled midsole is supported by an icy translucent outsole with an engineered micro-blade pattern for enhanced traction.",N,N,N,N
Zoom Kobe 3 'Prelude',640551 005,zoom-kobe-3-prelude-prelude-3-640551-005,Black,https://image.goat.com/750/attachments/product_template_pictures/images/082/728/694/original/13273_00.png.png,2013-12-21,2013,,good_condition,https://www.goat.com/sneakers/zoom-kobe-3-prelude-prelude-3-640551-005,Nike - Zoom Kobe 3,Nike - Zoom Kobe 3,Nike,Shop the Zoom Kobe 3 'Prelude' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"This Zoom Kobe 3 released in December 2013 as part of the Prelude pack, which saw Nike explore the narratives behind some of Kobe Bryant’s defining moments. This pair features a translucent web-like upper, revealing a colorful design underneath. The fresco-inspired print is meant to convey the feelings of misery that Kobe experienced when his Lakers were taken down by the Boston Celtics during the 2008 NBA Finals.",Y,N,N,N
Zoom Kobe 4 POP 'Finals MVP',354187 141,zoom-kobe-4-pop-mvp-nba-finals-354187-141,White,https://image.goat.com/750/attachments/product_template_pictures/images/067/189/366/original/25003_00.png.png,2009-07-22,2009,,good_condition,https://www.goat.com/sneakers/zoom-kobe-4-pop-mvp-nba-finals-354187-141,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 POP 'Finals MVP' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 4 Pop 'Finals MVP’ was laced up by Kobe Bryant for the 2009 NBA Finals, helping him win fourth NBA championship and first NBA Finals MVP award. Matching the Los Angeles Lakers home jerseys, the shoe comes with a white base with Concord and metallic gold accents. It also features scribble-like graphics on the toe box and collar outlining some of his stats from that season, including his 61 points against the New York Knicks at MSG.",N,N,N,N
Zoom Kobe 4 'Lakers Home',344335 113,zoom-kobe-4-lakers-gradient-344335-113,White,https://image.goat.com/750/attachments/product_template_pictures/images/003/126/159/original/344335_113.png.png,2009-11-10,2009,,good_condition,https://www.goat.com/sneakers/zoom-kobe-4-lakers-gradient-344335-113,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Lakers Home' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 TB 'Midnight Navy',856485 442,kobe-11-team-bank-856485-442,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/005/072/016/original/856485_442.png.png,2016-10-01,2016,,no_original_box,https://www.goat.com/sneakers/kobe-11-team-bank-856485-442,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'Midnight Navy' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Kobe 11 ‘Team Bank’ features a breathable mesh upper in Midnight Navy. The lightweight build is supported by tonal no-sew overlays and contrasting white Flywire cables, integrated into the lacing system for midfoot lockdown. Underfoot, a translucent rubber outsole provides a visible window to the drop-in midsole, featuring a combination of plush Lunarlon with responsive Zoom Air cushioning in the heel.",N,N,N,N
Zoom Kobe 3 'MPLS',318090 011,zoom-kobe-3-mpls-318090-011,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/047/407/015/original/21820_00.png.png,2008-02-03,2008,,good_condition,https://www.goat.com/sneakers/zoom-kobe-3-mpls-318090-011,Nike - Zoom Kobe 3,Nike - Zoom Kobe 3,Nike,Shop the Zoom Kobe 3 'MPLS' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe Venomenon 4 'Glow in the Dark',635578 500,zoom-kobe-venomenon-4-635578-500,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/000/688/470/original/635578_500.png.png,,,,good_condition,https://www.goat.com/sneakers/zoom-kobe-venomenon-4-635578-500,Nike - Zoom Kobe Venomenon 4,Nike - Zoom Kobe Venomenon 4,Nike,Shop the Zoom Kobe Venomenon 4 'Glow in the Dark' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 9 Elite GS 'Detail',636602 004,kobe-9-elite-gs-detail-636602-004,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/000/017/096/original/636602_004.png.png,,,,good_condition,https://www.goat.com/sneakers/kobe-9-elite-gs-detail-636602-004,Nike - Kobe 9 Hi,Nike - Kobe 9,Nike,Shop the Kobe 9 Elite GS 'Detail' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Zoom Kobe 4 'Four Rings',344335 400,zoom-kobe-4-four-rings-344335-400,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/098/original/344335_400.png.png,2009-10-01,2009,,good_condition,https://www.goat.com/sneakers/zoom-kobe-4-four-rings-344335-400,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Four Rings' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Zoom Kobe 4 'USC',344335 671,zoom-kobe-4-pe-usc-344335-671,Red,https://image.goat.com/750/attachments/product_template_pictures/images/052/835/623/original/321646_00.png.png,2009-01-01,2009,,good_condition,https://www.goat.com/sneakers/zoom-kobe-4-pe-usc-344335-671,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'USC' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 TB 'White Green',856485 130,kobe-11-em-tb-white-green-856485-130,White,https://image.goat.com/750/attachments/product_template_pictures/images/016/313/240/original/856485_130.png.png,2016-10-01,2016,,no_original_box,https://www.goat.com/sneakers/kobe-11-em-tb-white-green-856485-130,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'White Green' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 3 SL 'MVP',318695 151,zoom-kobe-3-sl-mvp-318695-151,White,https://image.goat.com/750/attachments/product_template_pictures/images/080/459/413/original/24082_00.png.png,2008-06-28,2008,,badly_damaged,https://www.goat.com/sneakers/zoom-kobe-3-sl-mvp-318695-151,Nike - Zoom Kobe 3,Nike - Zoom Kobe 3,Nike,Shop the Zoom Kobe 3 SL 'MVP' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 3 Sl 'MVP' celebrates Kobe Bryant and his 2007-08 season, in which he claimed the NBA's Most Valuable Player award. Released in May 2008 with a colorway of white, Varsity Purple and Varsity Maize, this Eric Avar-designed shoe is equipped with an underlying mesh upper that has an injected mold. The tongue's 'Sheath' logo is modified to include 'MVP,' while the Nike Swoosh appears in purple on the heel. This rare shoe, which Bryant wore during the 2008 NBA Playoffs, was designed to promote breathability and flexibility.",N,N,N,N
Kobe 10 GS 'Bright Crimson',726067 060,kobe-10-gs-726067-060,Black,https://image.goat.com/750/attachments/product_template_pictures/images/001/153/536/original/726067_060.png.png,,,,no_original_box,https://www.goat.com/sneakers/kobe-10-gs-726067-060,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 GS 'Bright Crimson' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Zoom Kobe Venomenon 6 'Cool Grey',897657 002,zoom-kobe-venomenon-6-cool-grey-897657-002,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/004/565/014/original/897657_002.png.png,,,,good_condition,https://www.goat.com/sneakers/zoom-kobe-venomenon-6-cool-grey-897657-002,Nike - Zoom Kobe Venomenon 6,Nike - Zoom Kobe Venomenon 6,Nike,Shop the Zoom Kobe Venomenon 6 'Cool Grey' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 GS 'Green Snake',822945 003,kobe-11-gs-green-snake-822945-003,Black,https://image.goat.com/750/attachments/product_template_pictures/images/008/465/560/original/822945_003.png,2016-08-08,2016,,good_condition,https://www.goat.com/sneakers/kobe-11-gs-green-snake-822945-003,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 GS 'Green Snake' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Kobe Bryant’s 11th sneaker with Nike appears as a kids’ exclusive with the ‘Green Snake.’ The shoe gets its name from the green and black pattern that emerges on the seamless mesh upper, which is contrasted with a silver Nike logo and neon yellow Kobe branding. The shoe implements a Zoom Air cushioning unit in the translucent green midsole.",N,N,Y,N
Zoom Kobe 3 'Orca',318090 012,zoom-kobe-3-318090-012,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/491/234/original/318090_012.png.png,2008-01-01,2008,,good_condition,https://www.goat.com/sneakers/zoom-kobe-3-318090-012,Nike - Zoom Kobe 3,Nike - Zoom Kobe 3,Nike,Shop the Zoom Kobe 3 'Orca' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe A.D. NXT 'Wolf Grey',882049 002,kobe-a-d-nxt-wolf-grey-882049-002,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/078/716/489/original/129795_00.png.png,2017-04-01,2017,,good_condition,https://www.goat.com/sneakers/kobe-a-d-nxt-wolf-grey-882049-002,Nike - Kobe A.D. NXT 360,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. NXT 'Wolf Grey' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The ‘Wolf Grey’ edition of the Kobe A.D. NXT features a bootie-style mesh construction overlaid with a Flyknit shroud. In a blend of style and function, the element not only conceals the laces but tightens them with a toggle positioned at the top of the tongue. Further design touches can be seen on the reversed midfoot Swoosh and contrasting Kobe branding on the heels, while the translucent outsole is equipped with Zoom Air cushioning.",N,N,N,N
Zoom Kobe 4 'Inline',344335 101,zoom-kobe-4-inline-344335-101,White,https://image.goat.com/750/attachments/product_template_pictures/images/080/337/923/original/67748_00.png.png,2008-03-01,2008,,badly_damaged,https://www.goat.com/sneakers/zoom-kobe-4-inline-344335-101,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Inline' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 8 'Christmas',555035 030,kobe-8-system-christmas-555035-030,Black,https://image.goat.com/750/attachments/product_template_pictures/images/050/216/812/original/13309_00.png.png,2012-12-26,2012,,good_condition,https://www.goat.com/sneakers/kobe-8-system-christmas-555035-030,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 'Christmas' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Kobe 8 marked the first time Nike incorporated its Engineered Mesh technology into a basketball shoe. Combined with no-sew synthetic overlays and a Lunarlon sole, the 2012 release is an exceptionally lightweight sneaker. To celebrate Christmas that same year, Nike dropped this festive rendition of the Kobe 8 System, complete with a bold, colorful upper inspired by the rhinoceros viper.",N,N,N,N
Kobe 11 Elite Low Premium 'Brazil',889870 114,nikelab-kobe-11-elite-low-prm-brazil-889870-114,White,https://image.goat.com/750/attachments/product_template_pictures/images/057/670/656/original/65415_00.png.png,2016-08-06,2016,,good_condition,https://www.goat.com/sneakers/nikelab-kobe-11-elite-low-prm-brazil-889870-114,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 Elite Low Premium 'Brazil' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"In honor of the 2016 Rio Olympics, Nike released a limited-edition colorway dressed in a white, lightweight, breathable Flyknit upper. The NikeLab Kobe 11 Elite Low Prm 'Brazil' features snakeskin-embossed leather details on the heel and Swoosh branding as a nod to Kobe Bryant’s ‘Black Mamba’ nickname. The low-top also sports yellow, blue and green accents as a nod to the Brazilian flag.",N,N,N,N
Kobe 11 Elite Low 'All Star' iD,855885 99X,kobe-11-elite-low-asg-id-855885-991,Multi-Color,https://image.goat.com/750/attachments/product_template_pictures/images/001/236/255/original/855885_991.png.png,2016-02-14,2016,,good_condition,https://www.goat.com/sneakers/kobe-11-elite-low-asg-id-855885-991,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 Elite Low 'All Star' iD and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 4 Protro 'Del Sol',AV6339 101,zoom-kobe-4-protro-pop-playoffs-av6339-101,White,https://image.goat.com/750/attachments/product_template_pictures/images/079/326/920/original/513844_00.png.png,2019-05-24,2019,,good_condition,https://www.goat.com/sneakers/zoom-kobe-4-protro-pop-playoffs-av6339-101,Nike - Zoom Kobe 4 Protro,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 Protro 'Del Sol' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Continuing the series of Protros (performance retros), the Zoom Kobe 4 Protro 'Del Sol' sneaker updates the Eric Avar-designed Kobe 4 with this original colorway. Roughly translated to 'Coast of the Sun,' the 'Del Sol' edition is adorned with striking yellow accents at the collar, laces and Swoosh. This shoe was released in May 2019 and brandishes a glossy heel counter and smooth leather toe box. A two-tone theme takes over the shoe's modified herringbone tread.",N,N,N,N
